Time,Abstich GOK
2025-08-18 20:00:00,-617.60 mm
2025-08-18 23:00:00,-619.24 mm
2025-08-19 05:00:00,-620.81 mm
2025-08-19 08:00:00,-624.16 mm
2025-08-19 11:00:00,-627.18 mm
2025-08-19 17:00:00,-628.68 mm
2025-08-19 20:00:00,-628.68 mm
2025-08-19 23:00:00,-629.68 mm
2025-08-20 05:00:00,-631.80 mm
2025-08-20 08:00:00,-634.58 mm
2025-08-20 11:00:00,-636.56 mm
2025-08-20 17:00:00,-638.45 mm
2025-08-20 23:00:00,-639.81 mm
2025-08-21 05:00:00,-640.60 mm
2025-08-21 08:00:00,-643.73 mm
2025-08-21 11:00:00,-645.59 mm
2025-08-21 17:00:00,-647.07 mm
2025-08-21 20:00:00,-647.20 mm
2025-08-21 23:00:00,-648.68 mm
2025-08-22 05:00:00,-650.77 mm
2025-08-22 08:00:00,-653.04 mm
2025-08-22 11:00:00,-654.74 mm
2025-08-22 17:00:00,-656.22 mm
2025-08-22 20:00:00,-656.88 mm
2025-08-22 23:00:00,-658.06 mm
2025-08-23 05:00:00,-659.62 mm
2025-08-23 08:00:00,-661.58 mm
2025-08-23 11:00:00,-663.26 mm
2025-08-23 17:00:00,-663.78 mm
2025-08-23 20:00:00,-664.10 mm
2025-08-23 23:00:00,-664.88 mm
2025-08-24 05:00:00,-665.85 mm
2025-08-24 11:00:00,-670.48 mm
2025-08-24 17:00:00,-671.98 mm
2025-08-24 20:00:00,-671.35 mm
2025-08-24 23:00:00,-672.22 mm
2025-08-25 05:00:00,-673.18 mm
2025-08-25 08:00:00,-675.77 mm
2025-08-25 11:00:00,-677.38 mm
2025-08-25 17:00:00,-679.01 mm
2025-08-25 20:00:00,-678.27 mm
2025-08-25 23:00:00,-678.94 mm
2025-08-26 05:00:00,-679.47 mm
2025-08-26 08:00:00,-681.59 mm
2025-08-26 11:00:00,-683.92 mm
2025-08-26 17:00:00,-684.46 mm
2025-08-26 20:00:00,-684.28 mm
2025-08-26 23:00:00,-685.22 mm
2025-08-27 05:00:00,-685.92 mm
2025-08-27 08:00:00,-688.05 mm
2025-08-27 11:00:00,-689.14 mm
2025-08-27 17:00:00,-690.70 mm
2025-08-27 20:00:00,-668.38 mm
2025-08-27 23:00:00,-669.39 mm
2025-08-28 05:00:00,-671.11 mm
2025-08-28 08:00:00,-673.13 mm
2025-08-28 11:00:00,-675.80 mm
2025-08-28 17:00:00,-675.84 mm
2025-08-28 20:00:00,-677.23 mm
2025-08-28 23:00:00,-678.07 mm
2025-08-29 05:00:00,-679.02 mm
2025-08-29 08:00:00,-681.29 mm
2025-08-29 11:00:00,-683.53 mm
2025-08-29 17:00:00,-683.84 mm
2025-08-29 20:00:00,-684.35 mm
2025-08-30 05:00:00,-686.12 mm
2025-08-30 08:00:00,-688.01 mm
2025-08-30 11:00:00,-689.69 mm
2025-08-30 17:00:00,-690.62 mm
2025-08-30 20:00:00,-690.18 mm
2025-08-30 23:00:00,-690.94 mm
2025-08-31 05:00:00,-691.83 mm
2025-08-31 08:00:00,-693.59 mm
2025-08-31 11:00:00,-694.62 mm
2025-08-31 17:00:00,-695.83 mm
2025-08-31 20:00:00,-695.17 mm
2025-08-31 23:00:00,-696.22 mm
2025-09-01 05:00:00,-696.64 mm
2025-09-01 08:00:00,-697.15 mm
2025-09-01 11:00:00,-697.99 mm
2025-09-01 17:00:00,-698.21 mm
2025-09-01 20:00:00,-697.75 mm
2025-09-01 23:00:00,-697.94 mm
2025-09-02 05:00:00,-698.31 mm
2025-09-02 08:00:00,-699.44 mm
2025-09-02 11:00:00,-700.38 mm
2025-09-02 17:00:00,-700.28 mm
2025-09-02 20:00:00,-699.52 mm
2025-09-02 23:00:00,-700.45 mm
2025-09-03 05:00:00,-700.65 mm
2025-09-03 08:00:00,-701.80 mm
2025-09-03 11:00:00,-702.57 mm
2025-09-03 17:00:00,-702.62 mm
2025-09-03 20:00:00,-702.37 mm
2025-09-03 23:00:00,-702.50 mm
2025-09-04 05:00:00,-702.65 mm
2025-09-04 08:00:00,-703.48 mm
2025-09-04 11:00:00,-704.45 mm
2025-09-04 17:00:00,-704.35 mm
2025-09-04 20:00:00,-703.85 mm
2025-09-04 23:00:00,-704.46 mm
2025-09-05 05:00:00,-704.53 mm
2025-09-05 08:00:00,-705.13 mm
2025-09-05 17:00:00,-705.42 mm
2025-09-05 20:00:00,-705.77 mm
2025-09-05 23:00:00,-705.72 mm
2025-09-06 05:00:00,-706.14 mm
2025-09-06 08:00:00,-707.52 mm
2025-09-06 11:00:00,-709.12 mm
2025-09-06 17:00:00,-709.48 mm
2025-09-06 20:00:00,-707.99 mm
2025-09-06 23:00:00,-708.02 mm
2025-09-07 05:00:00,-708.08 mm
2025-09-07 08:00:00,-709.54 mm
2025-09-07 11:00:00,-711.29 mm
2025-09-07 17:00:00,-710.97 mm
2025-09-07 20:00:00,-710.22 mm
2025-09-06 23:00:00,-708.02 mm
2025-09-07 05:00:00,-708.08 mm
2025-09-07 08:00:00,-709.54 mm
2025-09-07 11:00:00,-711.29 mm
2025-09-07 17:00:00,-710.97 mm
2025-09-07 20:00:00,-710.22 mm
2025-09-07 21:00:00,-710.22 mm
2025-09-08 01:00:00,-709.93 mm
2025-09-08 05:00:00,-709.85 mm
2025-09-08 09:00:00,-711.51 mm
2025-09-08 13:00:00,-712.60 mm
2025-09-08 17:00:00,-712.53 mm
2025-09-08 21:00:00,-712.61 mm
2025-09-09 01:00:00,-712.67 mm
2025-09-09 05:00:00,-713.41 mm
2025-09-09 09:00:00,-713.83 mm
2025-09-09 13:00:00,-714.59 mm
2025-09-09 17:00:00,-714.40 mm
2025-09-09 21:00:00,-714.42 mm
2025-09-10 01:00:00,-714.73 mm
2025-09-10 05:00:00,-714.85 mm
2025-09-10 09:00:00,-715.44 mm
2025-09-10 13:00:00,-716.46 mm
2025-09-10 17:00:00,-717.44 mm
2025-09-10 21:00:00,-715.78 mm
2025-09-11 01:00:00,-716.41 mm
2025-09-11 09:00:00,-718.03 mm
2025-09-11 17:00:00,-718.74 mm
2025-09-11 21:00:00,-717.49 mm
2025-09-12 01:00:00,-718.15 mm
2025-09-12 05:00:00,-718.54 mm
2025-09-12 09:00:00,-719.41 mm
2025-09-12 13:00:00,-720.19 mm
2025-09-12 17:00:00,-720.51 mm
2025-09-12 21:00:00,-720.32 mm
2025-09-13 05:00:00,-721.60 mm
2025-09-13 13:00:00,-724.05 mm
2025-09-13 17:00:00,-724.12 mm
2025-09-13 21:00:00,-714.06 mm
2025-09-14 01:00:00,-714.65 mm
2025-09-14 05:00:00,-715.05 mm
2025-09-14 09:00:00,-715.98 mm
2025-09-14 13:00:00,-717.31 mm
2025-09-14 17:00:00,-717.92 mm
2025-09-14 21:00:00,-717.32 mm
2025-09-15 05:00:00,-718.85 mm
2025-09-15 09:00:00,-707.34 mm
2025-09-15 13:00:00,-707.50 mm
2025-09-15 17:00:00,-708.82 mm
2025-09-15 21:00:00,-708.26 mm
2025-09-16 05:00:00,-709.38 mm
2025-09-16 09:00:00,-709.99 mm
2025-09-16 13:00:00,-710.97 mm
2025-09-16 17:00:00,-711.13 mm
2025-09-16 21:00:00,-711.37 mm
2025-09-17 01:00:00,-711.63 mm
2025-09-17 05:00:00,-711.91 mm
2025-09-17 09:00:00,-712.40 mm
2025-09-17 13:00:00,-713.33 mm
2025-09-17 17:00:00,-713.10 mm
2025-09-17 21:00:00,-713.24 mm
2025-09-18 01:00:00,-713.44 mm
2025-09-18 05:00:00,-713.71 mm
2025-09-18 09:00:00,-713.95 mm
2025-09-18 13:00:00,-714.41 mm
2025-09-18 17:00:00,-714.17 mm
2025-09-18 21:00:00,-714.05 mm
2025-09-19 01:00:00,-713.78 mm
2025-09-19 05:00:00,-713.55 mm
2025-09-19 09:00:00,-713.84 mm
2025-09-19 13:00:00,-714.17 mm
2025-09-19 17:00:00,-713.45 mm
2025-09-19 21:00:00,-711.85 mm
2025-09-20 01:00:00,-711.29 mm
2025-09-20 05:00:00,-710.40 mm
2025-09-20 09:00:00,-710.98 mm
2025-09-20 13:00:00,-711.44 mm
2025-09-20 17:00:00,-709.53 mm
2025-09-20 21:00:00,-708.34 mm
2025-09-21 01:00:00,-707.59 mm
2025-09-21 05:00:00,-706.11 mm
2025-09-21 09:00:00,-704.69 mm
2025-09-21 13:00:00,-704.28 mm
2025-09-21 17:00:00,-703.11 mm
2025-09-21 21:00:00,-701.61 mm
2025-09-22 01:00:00,-700.62 mm
2025-09-22 05:00:00,-699.91 mm
2025-09-22 09:00:00,-700.28 mm
2025-09-22 13:00:00,-700.45 mm
2025-09-22 17:00:00,-700.06 mm
2025-09-22 21:00:00,-697.91 mm
2025-09-23 01:00:00,-697.22 mm
2025-09-23 05:00:00,-696.89 mm
2025-09-23 09:00:00,-697.35 mm
2025-09-23 13:00:00,-698.26 mm
2025-09-23 17:00:00,-697.32 mm
2025-09-23 21:00:00,-695.57 mm
2025-09-24 01:00:00,-694.57 mm
2025-09-24 05:00:00,-693.98 mm
2025-09-24 09:00:00,-694.66 mm
2025-09-24 13:00:00,-695.84 mm
2025-09-24 17:00:00,-695.00 mm
2025-09-25 01:00:00,-693.08 mm
2025-09-25 05:00:00,-692.97 mm
2025-09-25 09:00:00,-693.33 mm
2025-09-25 13:00:00,-694.48 mm
2025-09-25 17:00:00,-693.65 mm
2025-09-25 21:00:00,-693.19 mm
2025-09-26 01:00:00,-692.92 mm
2025-09-26 05:00:00,-692.71 mm
2025-09-26 09:00:00,-693.00 mm
2025-09-26 13:00:00,-693.72 mm
2025-09-26 17:00:00,-693.46 mm
2025-09-26 21:00:00,-692.94 mm
2025-09-27 01:00:00,-692.61 mm
2025-09-27 05:00:00,-692.57 mm
2025-09-27 09:00:00,-692.85 mm
2025-09-27 13:00:00,-693.61 mm
2025-09-27 17:00:00,-693.28 mm
2025-09-27 21:00:00,-692.98 mm
2025-09-28 01:00:00,-692.73 mm
2025-09-28 05:00:00,-692.65 mm
2025-09-28 09:00:00,-692.99 mm
2025-09-28 13:00:00,-693.75 mm
2025-09-28 17:00:00,-693.31 mm
2025-09-28 21:00:00,-693.01 mm
2025-09-29 01:00:00,-692.93 mm
2025-09-29 05:00:00,-692.90 mm
2025-09-29 09:00:00,-693.14 mm
2025-09-29 13:00:00,-693.91 mm
2025-09-29 17:00:00,-693.49 mm
2025-09-29 21:00:00,-692.97 mm
2025-09-30 01:00:00,-693.11 mm
2025-09-30 05:00:00,-693.02 mm
2025-09-30 09:00:00,-693.50 mm
2025-09-30 13:00:00,-694.44 mm
2025-09-30 17:00:00,-694.06 mm
2025-09-30 21:00:00,-692.74 mm
2025-10-01 01:00:00,-692.55 mm
2025-10-01 05:00:00,-692.43 mm
2025-10-01 09:00:00,-693.07 mm
2025-10-01 13:00:00,-695.31 mm
2025-10-01 17:00:00,-695.06 mm
2025-10-01 21:00:00,-693.79 mm
2025-10-02 01:00:00,-693.65 mm
2025-10-02 05:00:00,-693.69 mm
2025-10-02 09:00:00,-694.42 mm
2025-10-02 13:00:00,-696.76 mm
2025-10-02 17:00:00,-696.66 mm
2025-10-02 21:00:00,-695.20 mm
2025-10-03 01:00:00,-695.10 mm
2025-10-03 05:00:00,-696.05 mm
2025-10-03 09:00:00,-696.82 mm
2025-10-03 13:00:00,-697.68 mm
2025-10-03 17:00:00,-697.46 mm
2025-10-03 21:00:00,-697.48 mm
2025-10-04 01:00:00,-696.95 mm
2025-10-04 05:00:00,-697.01 mm
2025-10-04 09:00:00,-696.77 mm
2025-10-04 13:00:00,-678.00 mm
2025-10-04 17:00:00,-666.00 mm
2025-10-04 21:00:00,-666.49 mm
2025-10-05 01:00:00,-666.51 mm
2025-10-05 05:00:00,-666.25 mm
2025-10-05 09:00:00,-666.32 mm
2025-10-05 13:00:00,-666.79 mm
2025-10-05 17:00:00,-666.33 mm
2025-10-05 21:00:00,-666.21 mm
2025-10-06 01:00:00,-665.98 mm
2025-10-06 05:00:00,-665.24 mm
2025-10-06 09:00:00,-665.11 mm
2025-10-06 13:00:00,-664.64 mm
2025-10-06 17:00:00,-664.05 mm
2025-10-06 21:00:00,-663.06 mm
2025-10-07 01:00:00,-662.02 mm
2025-10-07 05:00:00,-660.91 mm
2025-10-07 09:00:00,-659.78 mm
2025-10-07 13:00:00,-659.09 mm
2025-10-07 17:00:00,-657.24 mm
2025-10-07 21:00:00,-655.47 mm
2025-10-08 01:00:00,-653.72 mm
2025-10-08 05:00:00,-651.85 mm
2025-10-08 09:00:00,-649.82 mm
2025-10-08 13:00:00,-648.19 mm
2025-10-08 17:00:00,-645.98 mm
2025-10-08 21:00:00,-643.92 mm
2025-10-09 01:00:00,-641.51 mm
2025-10-09 05:00:00,-639.55 mm
2025-10-09 09:00:00,-637.67 mm
2025-10-09 13:00:00,-635.79 mm
2025-10-09 17:00:00,-633.69 mm
2025-10-09 21:00:00,-631.76 mm
2025-10-10 01:00:00,-629.88 mm
2025-10-10 05:00:00,-628.05 mm
2025-10-10 09:00:00,-626.57 mm
2025-10-10 13:00:00,-625.19 mm
2025-10-10 17:00:00,-623.87 mm
2025-10-10 21:00:00,-622.00 mm
2025-10-11 01:00:00,-620.98 mm
2025-10-11 05:00:00,-619.68 mm
2025-10-11 09:00:00,-618.53 mm
2025-10-11 13:00:00,-617.76 mm
2025-10-11 17:00:00,-616.33 mm
2025-10-11 21:00:00,-615.04 mm
2025-10-12 01:00:00,-613.87 mm
2025-10-12 05:00:00,-612.70 mm
2025-10-12 09:00:00,-611.79 mm
2025-10-12 13:00:00,-610.77 mm
2025-10-12 17:00:00,-609.62 mm
2025-10-12 21:00:00,-608.52 mm
2025-10-13 01:00:00,-607.45 mm
2025-10-13 05:00:00,-606.35 mm
2025-10-13 09:00:00,-605.46 mm
2025-10-13 13:00:00,-604.90 mm
2025-10-13 17:00:00,-603.97 mm
2025-10-13 21:00:00,-601.90 mm
2025-10-14 01:00:00,-601.13 mm
2025-10-14 05:00:00,-601.15 mm
2025-10-14 09:00:00,-600.65 mm
2025-10-14 13:00:00,-600.42 mm
2025-10-14 17:00:00,-599.46 mm
2025-10-14 21:00:00,-598.60 mm
2025-10-15 01:00:00,-597.86 mm
2025-10-15 05:00:00,-597.40 mm
2025-10-15 09:00:00,-596.98 mm
2025-10-15 13:00:00,-596.80 mm
2025-10-15 17:00:00,-596.13 mm
2025-10-15 21:00:00,-595.39 mm
2025-10-16 01:00:00,-594.20 mm
2025-10-16 05:00:00,-594.05 mm
2025-10-16 09:00:00,-593.61 mm
2025-10-16 13:00:00,-593.24 mm
2025-10-16 17:00:00,-592.42 mm
2025-10-16 21:00:00,-591.54 mm
2025-10-17 01:00:00,-590.72 mm
2025-10-17 05:00:00,-589.88 mm
2025-10-17 09:00:00,-589.28 mm
2025-10-17 13:00:00,-588.26 mm
2025-10-17 17:00:00,-587.57 mm
2025-10-17 21:00:00,-586.40 mm
2025-10-18 01:00:00,-585.46 mm
2025-10-18 05:00:00,-583.70 mm
2025-10-18 09:00:00,-583.24 mm
2025-10-18 13:00:00,-584.46 mm
2025-10-18 17:00:00,-582.84 mm
2025-10-19 01:00:00,-580.87 mm
2025-10-19 05:00:00,-579.93 mm
2025-10-19 09:00:00,-579.33 mm
2025-10-19 13:00:00,-579.53 mm
2025-10-19 21:00:00,-576.24 mm
2025-10-20 01:00:00,-575.33 mm
2025-10-20 05:00:00,-574.66 mm
2025-10-20 09:00:00,-573.94 mm
2025-10-20 13:00:00,-573.15 mm
2025-10-20 17:00:00,-572.19 mm
2025-10-20 21:00:00,-570.58 mm
2025-10-21 01:00:00,-570.22 mm
2025-10-21 05:00:00,-569.42 mm
2025-10-21 09:00:00,-568.70 mm
2025-10-21 13:00:00,-568.27 mm
2025-10-21 17:00:00,-567.52 mm
2025-10-21 21:00:00,-566.84 mm
2025-10-22 01:00:00,-566.25 mm
2025-10-22 05:00:00,-565.56 mm
2025-10-22 09:00:00,-564.76 mm
2025-10-22 13:00:00,-564.25 mm
2025-10-22 17:00:00,-562.83 mm
2025-10-22 21:00:00,-559.94 mm
2025-10-23 01:00:00,-556.83 mm
2025-10-23 05:00:00,-553.31 mm
2025-10-23 09:00:00,-547.94 mm
2025-10-23 13:00:00,-540.73 mm
2025-10-23 17:00:00,-532.24 mm
2025-10-23 21:00:00,-524.89 mm
2025-10-24 01:00:00,-517.50 mm
2025-10-24 05:00:00,-511.59 mm
2025-10-24 09:00:00,-504.47 mm
2025-10-24 13:00:00,-501.28 mm
2025-10-24 17:00:00,-498.50 mm
2025-10-24 21:00:00,-497.40 mm
2025-10-25 01:00:00,-495.90 mm
2025-10-25 05:00:00,-494.69 mm
2025-10-25 09:00:00,-493.84 mm
2025-10-25 13:00:00,-492.90 mm
2025-10-25 17:00:00,-492.21 mm
2025-10-25 21:00:00,-491.43 mm
2025-10-26 01:00:00,-491.08 mm
2025-10-26 04:00:00,-490.68 mm
2025-10-26 08:00:00,-344.32 mm
2025-10-26 16:00:00,-276.31 mm
2025-10-26 20:00:00,-261.03 mm
2025-10-27 00:00:00,-266.15 mm
2025-10-27 04:00:00,-253.31 mm
2025-10-27 08:00:00,-176.73 mm
2025-10-27 12:00:00,-190.23 mm
2025-10-27 16:00:00,-178.67 mm
2025-10-27 20:00:00,-192.13 mm
2025-10-28 00:00:00,-205.81 mm
2025-10-28 08:00:00,-167.30 mm
2025-10-28 12:00:00,-164.78 mm
2025-10-28 16:00:00,-180.73 mm
2025-10-28 20:00:00,-193.61 mm
2025-10-29 00:00:00,-203.70 mm
2025-10-29 08:00:00,-220.14 mm
2025-10-29 12:00:00,-227.01 mm
2025-10-29 16:00:00,-234.38 mm
2025-10-29 20:00:00,-239.36 mm
2025-10-30 00:00:00,-242.15 mm
2025-10-30 04:00:00,-136.19 mm
2025-10-30 08:00:00,-135.65 mm
2025-10-30 16:00:00,-163.49 mm
2025-10-30 20:00:00,-174.78 mm
2025-10-31 00:00:00,-183.64 mm
2025-10-31 04:00:00,-190.31 mm
2025-10-31 08:00:00,-195.91 mm
2025-10-31 12:00:00,-198.79 mm
2025-10-31 16:00:00,-203.78 mm
2025-10-31 20:00:00,-209.48 mm
2025-11-01 00:00:00,-215.42 mm
2025-11-01 04:00:00,-218.82 mm
2025-11-01 08:00:00,-222.62 mm
2025-11-01 12:00:00,-222.69 mm
2025-11-01 16:00:00,-163.46 mm
2025-11-01 20:00:00,-177.08 mm
2025-11-02 00:00:00,-185.73 mm
2025-11-02 04:00:00,-192.22 mm
2025-11-02 08:00:00,-196.69 mm
2025-11-02 12:00:00,-200.48 mm
2025-11-02 16:00:00,-208.89 mm
2025-11-02 20:00:00,-217.25 mm
2025-11-03 00:00:00,-222.58 mm
2025-11-03 04:00:00,-226.81 mm
2025-11-03 08:00:00,-232.26 mm
2025-11-03 12:00:00,-234.77 mm
2025-11-03 16:00:00,-239.16 mm
2025-11-03 20:00:00,-243.97 mm
2025-11-04 00:00:00,-247.82 mm
2025-11-04 04:00:00,-250.61 mm
2025-11-04 08:00:00,-253.81 mm
2025-11-04 12:00:00,-257.66 mm
2025-11-04 16:00:00,-263.04 mm
2025-11-04 20:00:00,-267.19 mm
2025-11-05 00:00:00,-270.03 mm
2025-11-05 04:00:00,-272.95 mm
2025-11-05 08:00:00,-276.24 mm
2025-11-05 12:00:00,-279.93 mm
2025-11-05 16:00:00,-283.91 mm
2025-11-05 20:00:00,-286.72 mm
2025-11-06 04:00:00,-291.17 mm
2025-11-06 08:00:00,-293.31 mm
2025-11-06 12:00:00,-296.25 mm
2025-11-06 16:00:00,-295.43 mm
2025-11-06 20:00:00,-297.31 mm
2025-11-07 00:00:00,-299.58 mm
2025-11-07 04:00:00,-302.01 mm
2025-11-07 08:00:00,-304.61 mm
2025-11-07 12:00:00,-305.29 mm
2025-11-07 16:00:00,-304.23 mm
2025-11-07 20:00:00,-305.02 mm
2025-11-08 00:00:00,-306.08 mm
2025-11-08 04:00:00,-307.10 mm
2025-11-08 12:00:00,-309.55 mm
2025-11-08 16:00:00,-310.29 mm
2025-11-08 20:00:00,-311.94 mm
2025-11-09 00:00:00,-313.42 mm
2025-11-09 04:00:00,-314.51 mm
2025-11-09 08:00:00,-315.80 mm
2025-11-09 12:00:00,-316.26 mm
2025-11-09 16:00:00,-315.84 mm
2025-11-09 20:00:00,-317.21 mm
2025-11-10 00:00:00,-318.98 mm
2025-11-10 04:00:00,-321.99 mm
2025-11-10 08:00:00,-322.88 mm
2025-11-10 12:00:00,-323.59 mm
2025-11-10 16:00:00,-322.20 mm
2025-11-10 20:00:00,-323.91 mm
2025-11-11 00:00:00,-326.06 mm
2025-11-11 04:00:00,-321.61 mm
2025-11-11 08:00:00,-317.59 mm
2025-11-11 12:00:00,-317.75 mm
2025-11-11 16:00:00,-319.67 mm
2025-11-11 20:00:00,-323.47 mm
2025-11-12 00:00:00,-327.06 mm
2025-11-12 04:00:00,-328.88 mm
2025-11-12 08:00:00,-330.10 mm
2025-11-12 12:00:00,-331.83 mm
2025-11-12 16:00:00,-333.08 mm
2025-11-12 20:00:00,-335.88 mm
2025-11-13 00:00:00,-338.06 mm
2025-11-13 04:00:00,-339.43 mm
2025-11-13 08:00:00,-341.06 mm
2025-11-13 12:00:00,-343.65 mm
2025-11-13 16:00:00,-346.30 mm
2025-11-13 20:00:00,-349.04 mm
2025-11-14 00:00:00,-350.38 mm
2025-11-14 04:00:00,-343.24 mm
2025-11-14 08:00:00,-331.57 mm
2025-11-14 12:00:00,-310.31 mm
2025-11-14 16:00:00,-287.79 mm
2025-11-14 20:00:00,-195.80 mm
2025-11-15 00:00:00,-201.67 mm
2025-11-15 04:00:00,-204.87 mm
2025-11-15 08:00:00,-154.93 mm
2025-11-15 12:00:00,-143.88 mm
2025-11-15 16:00:00,-155.13 mm
2025-11-15 20:00:00,-159.87 mm
2025-11-16 00:00:00,-149.26 mm
2025-11-16 04:00:00,-155.17 mm
2025-11-16 08:00:00,-136.04 mm
2025-11-16 12:00:00,-146.58 mm
2025-11-16 16:00:00,-153.07 mm
2025-11-16 20:00:00,-160.76 mm
2025-11-17 00:00:00,-168.28 mm
2025-11-17 04:00:00,-156.30 mm
2025-11-17 08:00:00,-151.49 mm
2025-11-17 12:00:00,-139.23 mm
2025-11-17 16:00:00,-143.10 mm
2025-11-17 20:00:00,-152.62 mm
2025-11-18 00:00:00,-159.70 mm
2025-11-18 04:00:00,-164.51 mm
2025-11-18 08:00:00,-167.17 mm
2025-11-18 12:00:00,-170.87 mm
2025-11-18 16:00:00,-172.33 mm
2025-11-18 20:00:00,-175.01 mm
2025-11-19 00:00:00,-177.81 mm
2025-11-19 04:00:00,-179.91 mm
2025-11-19 08:00:00,-182.13 mm
2025-11-19 16:00:00,-188.48 mm
2025-11-19 20:00:00,-191.21 mm
2025-11-20 00:00:00,-186.35 mm
2025-11-20 04:00:00,-184.94 mm
2025-11-20 08:00:00,-192.98 mm
2025-11-20 12:00:00,-196.50 mm
2025-11-20 16:00:00,-201.15 mm
2025-11-20 20:00:00,-211.20 mm
2025-11-21 00:00:00,-215.33 mm
2025-11-21 04:00:00,-226.85 mm
2025-11-21 08:00:00,-244.03 mm
2025-11-21 12:00:00,-257.59 mm
2025-11-21 16:00:00,-252.18 mm
2025-11-21 20:00:00,-256.88 mm
2025-11-22 00:00:00,-265.24 mm
2025-11-22 04:00:00,-273.18 mm
2025-11-22 08:00:00,-284.10 mm
2025-11-22 12:00:00,-287.64 mm
2025-11-22 16:00:00,-279.79 mm
2025-11-22 20:00:00,-277.82 mm
2025-11-23 04:00:00,-299.94 mm
2025-11-23 12:00:00,-314.62 mm
2025-11-23 16:00:00,-309.83 mm
2025-11-23 20:00:00,-303.19 mm
2025-11-24 00:00:00,-296.66 mm
2025-11-24 04:00:00,-285.04 mm
2025-11-24 08:00:00,-264.16 mm
2025-11-24 12:00:00,-239.15 mm
2025-11-24 16:00:00,-185.08 mm
2025-11-24 20:00:00,-166.13 mm
2025-11-25 00:00:00,-173.47 mm
2025-11-25 04:00:00,-180.64 mm
2025-11-25 08:00:00,-187.12 mm
2025-11-25 12:00:00,-185.25 mm
2025-11-25 16:00:00,-183.89 mm
2025-11-25 20:00:00,-188.96 mm
2025-11-26 00:00:00,-190.00 mm
2025-11-26 04:00:00,-185.41 mm
2025-11-26 08:00:00,-188.73 mm
2025-11-26 12:00:00,-192.64 mm
2025-11-26 16:00:00,-195.24 mm
2025-11-26 20:00:00,-200.60 mm
2025-11-27 00:00:00,-204.66 mm
2025-11-27 04:00:00,-206.32 mm
2025-11-27 08:00:00,-208.44 mm
2025-11-27 12:00:00,-203.50 mm
2025-11-27 16:00:00,-161.17 mm
2025-11-27 20:00:00,-169.32 mm
2025-11-28 00:00:00,-174.07 mm
2025-11-28 04:00:00,-176.82 mm
2025-11-28 08:00:00,-169.22 mm
2025-11-28 12:00:00,-171.75 mm
2025-11-28 16:00:00,-174.00 mm
2025-11-28 20:00:00,-162.21 mm
2025-11-29 00:00:00,-168.03 mm
2025-11-29 04:00:00,-171.91 mm
2025-11-29 08:00:00,-175.09 mm
2025-11-29 12:00:00,-176.80 mm
2025-11-29 16:00:00,-179.89 mm
2025-11-29 20:00:00,-182.95 mm
2025-11-30 00:00:00,-184.82 mm
2025-11-30 04:00:00,-182.66 mm
2025-11-30 08:00:00,-188.19 mm
2025-11-30 16:00:00,-195.84 mm
2025-12-01 00:00:00,-207.84 mm
2025-12-01 08:00:00,-213.33 mm
2025-12-01 16:00:00,-216.38 mm
2025-12-01 20:00:00,-220.55 mm
2025-12-02 00:00:00,-225.39 mm
2025-12-02 04:00:00,-229.39 mm
2025-12-02 20:00:00,-232.39 mm
2025-12-03 00:00:00,-234.28 mm
2025-12-03 04:00:00,-233.03 mm
2025-12-03 20:00:00,-234.45 mm
2025-12-04 16:00:00,-181.35 mm
2025-12-04 20:00:00,-189.21 mm
2025-12-05 08:00:00,-206.27 mm
2025-12-05 12:00:00,-201.97 mm
2025-12-05 16:00:00,-204.36 mm
2025-12-06 00:00:00,-209.61 mm
2025-12-06 12:00:00,-169.12 mm
2025-12-06 16:00:00,-175.80 mm
2025-12-07 04:00:00,-145.32 mm
2025-12-07 08:00:00,-155.22 mm
2025-12-07 12:00:00,-160.39 mm
2025-12-08 00:00:00,-109.80 mm
2025-12-08 08:00:00,-126.42 mm
2025-12-08 16:00:00,-126.47 mm
2025-12-08 16:30:00,-126.47 mm
2025-12-08 20:30:00,-121.80 mm
2025-12-09 00:30:00,-100.18 mm
2025-12-09 04:30:00,-106.37 mm
2025-12-09 08:30:00,-110.44 mm
2025-12-09 12:30:00,-99.95 mm
2025-12-09 16:30:00,-107.18 mm
2025-12-09 20:30:00,-111.64 mm
2025-12-10 00:30:00,-115.78 mm
2025-12-10 04:30:00,-118.83 mm
2025-12-10 08:30:00,-122.50 mm
2025-12-10 12:30:00,-125.25 mm
2025-12-10 16:30:00,-129.15 mm
2025-12-10 20:30:00,-132.16 mm
2025-12-11 00:30:00,-134.76 mm
2025-12-11 04:30:00,-136.84 mm
2025-12-11 08:30:00,-138.85 mm
2025-12-11 12:30:00,-139.86 mm
2025-12-11 16:30:00,-142.84 mm
2025-12-11 20:30:00,-145.33 mm
2025-12-12 00:30:00,-147.83 mm
2025-12-12 04:30:00,-150.43 mm
2025-12-12 08:30:00,-153.00 mm
2025-12-12 12:30:00,-149.74 mm
2025-12-12 16:30:00,-151.58 mm
2025-12-12 20:30:00,-153.82 mm
